"1";"*";22;6;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"super";06/06/19;"100244";"";"";?;?;no;no;0;0;0;0
"1";"*";23;8;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"super";06/06/19;"100502";"";"";?;?;no;no;0;0;0;0
"1";"*";24;10;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"super";06/06/19;"100627";"";"";?;?;no;no;0;0;0;0
"1";"103";2;6;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"super";28/08/18;"183842";"";"";?;?;no;no;0;0;0;0
"1";"103";3;8;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"super";30/08/18;"095132";"";"";?;?;no;no;0;0;0;0
"1";"103";4;10;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"ellen";30/08/18;"093902";"";"";?;?;no;no;0;0;0;0
"1";"103";5;6;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"super";31/08/18;"114752";"";"";?;?;no;no;0;0;0;0
"1";"105";2;6;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"super";28/08/18;"184241";"";"";?;?;no;no;0;0;0;0
"1";"105";3;8;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"super";30/08/18;"095357";"";"";?;?;no;no;0;0;0;0
"1";"105";4;10;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"ellen";30/08/18;"094813";"";"";?;?;no;no;0;0;0;0
"1";"105";6;10;01/11/18;31/12/9999;"";"";1;0;no;0;no;?;"ellen";29/11/18;"181418";"";"";?;?;no;no;0;0;0;0
"1";"109";2;6;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"super";28/08/18;"184208";"";"";?;?;no;no;0;0;0;0
"1";"109";3;8;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"super";30/08/18;"095605";"";"";?;?;no;no;0;0;0;0
"1";"109";4;10;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"super";30/08/18;"095700";"";"";?;?;no;no;0;0;0;0
"1";"109";6;10;01/08/18;31/12/9999;"";"";1;0;no;0;no;?;"msantos";03/09/18;"180728";"";"";?;?;no;no;0;0;0;0
"13";"*";2;1;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"msantos";10/01/19;"173148";"";"";?;?;no;no;0;0;0;0
"13";"*";3;2;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"msantos";10/01/19;"182237";"";"";?;?;no;no;0;0;0;0
"13";"*";4;3;01/01/19;31/12/21;"";"";2;0;no;0;no;?;"amagro";06/05/22;"102336";"";"";?;?;no;no;0;0;0;0
"13";"*";4;28;01/01/21;31/12/9999;"";"";1;0;no;0;no;?;"amagro";06/05/22;"102332";"";"";?;?;no;no;0;0;0;0
"13";"*";5;1;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"msantos";10/01/19;"183028";"";"";?;?;no;no;0;0;0;0
"13";"*";6;3;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"msantos";10/01/19;"183802";"";"";?;?;no;no;0;0;0;0
"13";"*";13;9;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"gmoreno";17/01/20;"123940";"";"";?;?;no;no;0;0;0;0
"13";"*";14;9;01/02/20;31/12/9999;"";"";1;0;no;0;no;?;"super";11/02/20;"152109";"";"";?;?;no;no;0;0;0;0
"13";"*";423;3;01/01/19;31/12/9999;"";"";2;0;no;0;no;?;"amagro";23/05/22;"081639";"";"";?;?;no;no;0;0;0;0
"13";"*";423;28;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"amagro";23/05/22;"080325";"";"";?;?;no;no;0;0;0;0
"13";"*";426;1;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"ellen";25/06/19;"174816";"";"";?;?;no;no;0;0;0;0
"13";"*";429;2;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"ellen";25/06/19;"180313";"";"";?;?;no;no;0;0;0;0
"13";"203";3;2;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"amagro";22/08/22;"101800";"";"";?;?;no;no;0;0;0;0
"9";"199";3;1;01/01/19;31/12/9999;"";"";1;0;no;0;no;?;"msantos";15/01/19;"143354";"";"";?;?;no;no;0;0;0;0
